"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","adm1_name","country","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","cover","confidence","map_code"
222,"EPSG:4326",105.425250008215,12.5354705033813,"autobot",72,0.00420742855209697,3.65611939777602,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
835,"EPSG:4326",105.666143595862,12.5921214899762,"autobot",77,0.00911484104331437,3.21740242031453,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
768,"EPSG:4326",105.039284466543,12.6396339137673,"autobot",67,0.0174201556703638,3.93589415450868,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
268,"EPSG:4326",105.008208617463,12.6434338849016,"autobot",136,0.0126800327539605,2.91085352058408,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
811,"EPSG:4326",105.359102596902,12.6848596149394,"autobot",67,0.00622969395100186,3.3424793604437,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
681,"EPSG:4326",104.759200458028,12.863504490063,"autobot",19,0.00158995665464016,2.59288881405624,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
237,"EPSG:4326",105.528587351354,12.8545405888182,"autobot",58,0.00965229353801714,1.72601037577569,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
163,"EPSG:4326",104.917068262857,12.8899909227625,"autobot",19,0.000542621632935616,6.28318530717959,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
542,"EPSG:4326",104.963791343259,12.9027022543975,"autobot",23,0.00096840405080074,3.93642152665158,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
920,"EPSG:4326",105.48175646191,12.9074828110123,"autobot",94,0.0082386654451217,0.936324877209579,"Kâmpóng Thum","Cambodia","FALSE","2016","04","01","response.csv","FF_degr","FALSE","FF_degr"
